Engine_Size,Horsepower,Torque,Weight,Top_Speed,Acceleration_0_100,Fuel_Efficiency,CO2_Emissions,Price,Mileage,Safety_Rating,Number_of_Owners,Insurance_Cost,Production_Units,Log_Price,Log_Mileage,Car_Age,Car_Age_Group,Brand_BMW,Brand_Bugatti,Brand_Chevrolet,Brand_Ferrari,Brand_Ford,Brand_Lamborghini,Brand_McLaren,Brand_Nissan,Brand_Porsche,Model_720S,Model_911 Turbo S,Model_Chiron,Model_Corvette Z06,Model_DBS,Model_GT-R,Model_Huracan,Model_M4 Competition,Model_Mustang GT,Country_Europe,Country_USA,Condition_restored,Condition_salvage,Condition_used,Fuel_Type_Electric,Fuel_Type_Petrol,Drivetrain_FWD,Drivetrain_RWD,Transmission_CVT,Transmission_DCT,Transmission_Manual,Popularity_Low,Popularity_Medium,Market_Demand_Low,Market_Demand_Medium,Modification_Nismo,Modification_RS,Modification_Sport,Modification_Supercharged,Modification_Track Edition,Modification_Turbo,Modification_V-Spec,Cluster
5.6,1039,1523,2086,261,4.8,13.4,295,290431,195393,4,4,6085,20000,12.579124748699458,12.18277331187577,43,Lama,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1.0
4.5,400,1750,1819,359,4.7,13.4,204,46053,39558,3,2,11018,100000,10.737569900017563,10.585548507358508,17,Menengah,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,
5.2,1254,1432,972,152,3.5,7.4,364,430707,113573,1,3,4939,20000,12.973185645283444,11.640209885834274,23,Menengah,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,3.0
3.1,1109,490,1846,191,6.5,10.4,174,269980,30078,3,3,3818,100000,12.506106865134033,10.311582532830307,11,Menengah,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,
6.3,970,891,1530,366,3.3,13.4,340,461509,41216,4,2,2987,1000,13.04225900116266,10.626606071592056,34,Lama,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,0.0
1.7,369,1073,2407,238,4.5,5.9,208,310238,78580,1,3,11534,5000,12.645098247160298,11.271885218915926,7,Baru,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1.0
5.3,490,944,2178,205,6.8,14.6,201,299964,239047,2,2,4539,50,12.611421080165586,12.384419647568716,35,Lama,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0
2.0,226,1662,2487,206,5.5,14.2,253,495839,248402,2,3,4653,5000,13.114008573021575,12.422807706263216,13,Menengah,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1.0
3.4,202,244,1400,372,3.6,9.5,282,206277,72463,1,1,13876,100000,12.236980052558458,11.190845165795997,31,Lama,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,
4.1,1123,209,1256,331,4.7,10.3,302,37595,106383,1,3,10097,20000,10.534652940740193,11.574810468642236,30,Lama,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2.0
4.1,1123,1071,1199,322,6.1,14.7,272,161149,3039,4,1,5878,20000,11.990090887243584,8.019612794400267,40,Lama,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,
3.7,863,1002,2492,275,4.1,6.1,188,28131,10952,3,3,8957,100000,10.244662997427907,9.301368670323749,42,Lama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,
6.8,861,829,2151,241,2.9,5.1,124,496197,163935,3,1,8036,100000,13.114730319598904,12.007231386738928,19,Menengah,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,
1.9,791,1047,1074,356,7.0,5.2,168,440878,28284,2,1,4467,100000,12.996525740363651,10.250086907777256,7,Baru,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,
2.6,1135,1675,1672,310,2.2,6.6,363,113779,205337,4,1,11070,100000,11.642022038304638,12.232412680862014,37,Lama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,
2.8,496,834,1542,181,5.7,10.4,162,28502,224650,3,2,6421,100000,10.25776462387486,12.322303365857197,5,Baru,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,
4.9,1308,1002,1810,364,6.9,11.5,305,374045,4371,2,4,9597,100000,12.832134063485851,8.382975849296429,38,Lama,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,
4.5,628,1545,1925,335,4.7,12.3,247,115457,198443,4,2,3649,50,11.656662106448614,12.198262223438196,32,Lama,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0
1.9,1074,1370,1081,175,4.2,8.0,354,121563,40035,3,1,3888,100000,11.708196152050393,10.59753432833891,23,Menengah,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,
3.7,412,707,1249,261,5.5,7.4,360,291117,208596,1,2,7770,20000,12.581483962243206,12.24815943985383,34,Lama,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0
1.9,1516,1004,2305,350,2.5,14.5,110,322319,91789,3,3,8720,20000,12.683300119865228,11.427258638213136,33,Lama,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,3.0
4.3,697,1652,2120,178,6.7,6.6,167,123816,104844,2,2,14132,100000,11.726559948060594,11.560238348020846,26,Lama,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,
6.8,1419,1621,2209,212,2.6,5.7,104,443088,164441,3,2,10079,1000,13.001525931783515,12.01031320342873,32,Lama,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3.0
2.7,551,964,1124,254,3.9,10.8,166,422692,96858,1,2,12884,1000,12.954401426209571,11.481011591724698,38,Lama,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,3.0
4.3,1396,660,2254,376,2.9,5.0,366,52612,56790,1,3,14475,20000,10.870718516478668,10.947133141450378,5,Baru,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,2.0
5.4,1507,295,2484,264,4.6,9.4,338,414701,193045,4,4,9372,5000,12.935315468986284,12.170683781457,8,Baru,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,1.0
3.0,1331,1563,2086,170,3.9,11.2,330,439325,6793,2,4,5641,5000,12.992997013279656,8.82379514872053,20,Menengah,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,
4.7,687,513,1437,201,3.8,5.2,178,485582,202719,1,3,11903,20000,13.09310550987739,12.219580995554963,4,Baru,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,3.0
7.1,1197,623,1800,343,2.1,8.4,216,191337,69478,2,1,4053,1000,12.161796776580058,11.148779827620492,15,Menengah,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0
6.6,449,1277,2193,206,3.9,14.7,348,351247,233440,1,2,6635,1000,12.769247805663705,12.360684647503437,29,Lama,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0
2.6,787,1169,2450,350,4.6,14.2,312,360541,187331,1,1,12128,5000,12.795363733775346,12.140637722744666,14,Menengah,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1.0
4.2,1422,219,1969,384,4.8,5.7,123,288636,143682,2,3,8153,5000,12.572925122232537,11.875364763050786,33,Lama,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3.0
6.1,1338,770,1506,299,3.8,9.9,152,223435,110018,3,4,11223,20000,12.316880298561216,11.608408357131642,21,Menengah,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3.0
6.1,303,1117,1821,197,3.0,7.1,272,120232,40246,1,4,5898,1000,11.697186805832652,10.60279074590741,30,Lama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0
7.4,1448,439,1835,183,3.9,13.2,297,63401,121701,2,1,4481,20000,11.057250685669086,11.709330712694324,32,Lama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,2.0
5.7,657,488,1443,263,6.6,13.6,395,309406,39198,4,2,1481,100000,12.642412841299564,10.57640651524908,40,Lama,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,
7.9,1101,1343,1960,362,5.2,10.2,148,322386,119255,2,3,12923,20000,12.683507966220988,11.689027721950266,23,Menengah,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,3.0
7.1,813,915,1037,284,5.0,10.9,113,115238,1658,1,4,961,5000,11.654763511618292,7.413970290190444,3,Baru,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,
6.5,315,1522,2345,174,6.2,9.5,305,407093,133207,1,4,4712,1000,12.916799395988944,11.799667095344953,34,Lama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.0
6.4,438,620,2165,308,4.1,10.8,359,194439,169733,4,3,12119,50,12.177878911159391,12.041987784719336,7,Baru,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,2.0
2.6,987,1687,2132,235,5.6,6.2,154,328373,36601,3,4,3356,20000,12.701908481684384,10.507858162705228,8,Baru,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0.0
5.8,604,137,2060,224,2.5,13.0,275,162451,182089,1,4,4030,50,11.998137852501916,12.11225634932589,6,Baru,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2.0
4.2,1364,450,1529,264,5.9,6.1,251,90786,241780,2,2,14350,5000,11.416271382533155,12.395787636738827,2,Baru,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,2.0
1.9,1461,1407,1686,262,2.9,6.5,137,187878,238526,4,1,12493,5000,12.14355341758046,12.382237790450212,11,Menengah,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,3.0
4.2,586,387,1580,261,3.1,11.2,380,372530,35671,1,1,2355,20000,12.828075534815548,10.482121346307313,24,Menengah,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,0.0
6.5,1484,554,954,209,3.5,11.9,185,270281,70718,4,3,1518,5000,12.507221137372342,11.166469556940056,23,Menengah,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0.0
7.2,1482,569,2394,175,3.9,10.0,423,263196,74825,1,3,13372,200,12.480658080192049,11.2229206971488,6,Baru,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.0
5.0,251,1280,1929,275,2.4,13.9,419,187239,106368,4,1,12638,1000,12.140146495414006,11.57466946005458,24,Menengah,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,2.0
3.3,547,1733,1790,322,4.4,12.0,270,370934,162173,2,4,10194,200,12.823782124083548,11.996425111883736,41,Lama,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1.0
4.0,288,838,2286,194,4.5,14.1,170,223667,52243,3,2,6312,1000,12.317918088519804,10.863680330697411,15,Menengah,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.0
3.9,645,1540,1667,378,3.6,6.7,156,61349,128161,2,4,5670,20000,11.024350450139057,11.761050367673556,18,Menengah,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2.0
2.9,1455,531,1563,361,4.4,6.8,218,65124,34497,1,2,3764,1000,11.084063779055668,10.448656630324574,13,Menengah,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2.0
7.7,1232,1744,1729,392,5.3,8.4,384,88557,112257,3,4,3259,50,11.391412983568337,11.628555072552702,30,Lama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,2.0
4.5,444,1719,1561,172,5.9,9.8,402,326655,135000,1,1,2379,1000,12.696662908384296,11.81303746480054,22,Menengah,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1.0
6.8,405,1710,1811,316,6.8,10.6,106,238910,75500,4,2,9030,200,12.38384637662392,11.231901180182511,39,Lama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0
1.8,845,924,1639,344,6.3,9.3,309,82213,247504,4,4,11953,20000,11.3170808828438,12.419186062807023,8,Baru,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,2.0
2.5,1260,910,1531,212,3.4,14.9,213,144430,245417,3,1,3516,200,11.880557163840544,12.410718158202249,12,Menengah,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,2.0
5.8,375,209,1079,372,6.4,12.2,257,344543,110236,3,2,5587,20000,12.749977082615445,11.61038787252451,24,Menengah,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,0.0
3.6,1064,878,1819,203,3.8,9.2,421,312178,154674,3,1,8390,200,12.651332020227114,11.949081420399189,41,Lama,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0
2.0,293,1218,1653,242,6.8,14.2,302,478698,162935,1,2,6416,50,13.0788272863874,12.001112764649593,23,Menengah,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0
6.5,656,693,1886,228,2.2,12.4,323,156273,39780,4,2,7939,200,11.959366155803377,10.591144690352436,31,Lama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.0
5.0,280,1455,2264,328,4.0,7.5,252,497450,189048,4,2,10424,100000,13.117252338267772,12.149761519699164,21,Menengah,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,
3.2,1333,1626,1792,366,5.6,10.0,122,433162,155185,4,3,12217,200,12.978869379565594,11.952379676476866,21,Menengah,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,3.0
2.7,1133,1171,1886,181,6.8,13.7,239,150563,122408,3,2,6404,5000,11.9221435219477,11.715123175768973,25,Lama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,2.0
6.9,1171,1485,1668,298,4.6,13.8,211,369009,175849,3,2,6173,5000,12.81857902292646,12.077386637902128,37,Lama,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,3.0
6.6,1258,1002,945,166,6.4,10.4,279,375286,227115,4,2,11035,100000,12.835446345567668,12.33321617915661,24,Menengah,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,
4.6,1128,905,1403,350,5.0,7.3,218,275784,105787,2,4,12033,100000,12.527376855625173,11.569192370423533,3,Baru,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,
3.0,501,404,1729,387,4.3,10.1,300,182776,235101,3,2,7586,20000,12.116022109517187,12.367774741510264,31,Lama,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,2.0
4.6,1360,741,1424,208,4.6,9.3,426,431656,246598,3,4,12426,200,12.975386570374528,12.415518814554115,45,Lama,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3.0
7.3,710,623,1456,224,2.3,13.4,377,139104,98342,1,4,6655,20000,11.842984322628563,11.496216646906964,17,Menengah,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,2.0
5.3,815,1590,1427,159,2.3,14.4,255,247088,164610,1,3,11729,20000,12.417503874595692,12.011340393667746,13,Menengah,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,3.0
4.7,1049,1341,1082,275,6.7,6.8,168,393963,126630,3,2,8655,20000,12.88401481354715,11.749032624436294,3,Baru,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,3.0
5.6,676,496,2073,335,2.4,6.5,439,242544,53355,2,4,4027,100000,12.398942539154556,10.884741715260937,37,Lama,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,
6.4,726,1038,1404,274,4.5,6.9,198,208061,49070,1,3,9226,50,12.245591391190432,10.801023507926637,35,Lama,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.0
6.1,1079,1634,1135,266,6.8,6.0,392,205399,36323,3,3,2918,1000,12.232714576476594,10.50023395880972,32,Lama,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0
5.1,1242,1422,1758,194,3.8,11.4,352,130382,74010,2,3,545,50,11.778231551877871,11.21196900978784,2,Baru,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2.0
3.9,181,852,2468,155,2.3,7.1,392,73761,174866,2,4,521,100000,11.208598972830334,12.071780963959242,29,Lama,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,
1.9,551,1087,1532,312,2.3,12.8,252,352137,9910,1,3,13845,200,12.77177842320504,9.201400530406708,11,Menengah,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,
4.7,740,1289,2465,372,4.2,9.7,441,204023,164158,4,1,13847,20000,12.225992912965305,12.008590749328054,45,Lama,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,1.0
7.4,575,1212,2357,383,4.9,12.2,336,364096,123604,2,3,2648,1000,12.805175594634935,11.724846276261957,17,Menengah,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,1.0
6.7,729,230,1039,384,5.5,14.0,353,96524,247428,1,1,4093,100000,11.477557321132435,12.41887895114932,18,Menengah,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,
1.7,503,1692,1487,345,2.6,7.0,408,32907,4470,4,2,856,100000,10.40147106828882,8.405367376233981,30,Lama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,
6.6,516,1366,1866,322,3.5,9.5,420,272577,126140,4,1,3710,20000,12.515680090659112,11.7451556078856,29,Lama,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3.0
1.7,1154,265,2272,215,4.8,5.4,288,263470,165566,4,3,4154,20000,12.48169858398085,12.017131225713005,9,Baru,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1.0
3.6,1025,383,1033,359,6.7,9.1,149,421555,233621,3,1,13921,5000,12.951707906436578,12.361459703583924,31,Lama,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,3.0
3.8,1165,1704,2472,289,5.0,5.4,274,28734,72331,1,1,10811,50,10.26587117094184,11.18902191050487,12,Menengah,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
4.9,637,1078,1605,200,2.3,6.2,374,48940,4809,3,3,11385,20000,10.798370769971395,8.478452363099807,29,Lama,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,
3.4,1229,1342,994,382,4.6,7.6,401,386616,213220,1,2,3841,1000,12.865189817888387,12.270084465485024,8,Baru,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,3.0
1.9,628,1038,1555,256,2.5,11.1,196,30344,236250,4,2,14381,200,10.320387038269956,12.372650078151263,27,Lama,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,
5.9,532,1502,912,259,6.8,12.9,362,322578,85170,2,1,2418,20000,12.684103346460168,11.352416279289637,40,Lama,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0
6.6,1362,518,980,387,6.9,8.6,281,162704,194507,3,3,13191,5000,11.999694024142428,12.178228572300176,13,Menengah,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,3.0
